Read ID,Read Length,Read Qscore,Structure Label,QC Bucket,QC Flags,Is Reversed,Order Valid,5p Offset,3p Offset,N Fraction,Invalid Base Fraction,Anchor Count
250FC00716011_16_2130_11730_285484743_20291_0_16.81_1 strand=-,1238,16.68,full_structure,pass,,False,True,0.0000,0.0170,0.0000,0.0000,2
250FC00716011_16_2135_10073_285484534_23510_0_15.94_1 strand=+,1394,15.93,full_structure,pass,,False,True,0.0000,0.0086,0.0000,0.0000,2
250FC00716011_16_2136_10915_285488077_18921_1_18.92_1 strand=+,1226,18.95,full_structure,pass,,False,True,0.0000,0.0090,0.0000,0.0000,2
250FC00716011_16_2154_10538_285488470_17124_0_18.47_1 strand=+,1231,18.37,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,0.0000,0.2063,0.0000,0.0000,3
250FC00716011_16_2175_10733_285490861_14782_0_13.22_1 strand=+,964,13.58,internal_3p_anchor,internal_adapter,internal_adapter,False,False,,0.0405,0.0000,0.0000,2
250FC00716011_16_2185_8012_285498535_9085_1_14.72_1 strand=-,423,16.58,full_structure,pass,,False,True,0.0000,0.0496,0.0000,0.0000,2
250FC00716011_16_2250_10870_285495465_9897_0_14.52_1 strand=-,713,14.56,full_structure,pass,,False,True,0.0000,0.0295,0.0000,0.0000,2
250FC00716011_16_2292_11247_285496892_9001_1_14.33_1 strand=-,583,14.32,full_structure,pass,,False,True,0.0000,0.0360,0.0000,0.0000,2
250FC00716011_16_2072_9002_285502627_10675_0_16.96_1 strand=-,698,17.13,full_structure,pass,,False,True,0.0000,0.0301,0.0000,0.0000,2
250FC00716011_16_2152_12476_285504886_9748_1_13.50_1 strand=+,581,13.40,full_structure,pass,,False,True,0.0000,0.0396,0.0000,0.0000,2
250FC00716011_16_2153_8865_285500244_11560_0_17.49_1 strand=+,714,17.33,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,,0.5896,0.0000,0.0000,4
250FC00716011_16_2188_15783_285505570_9090_0_19.75_1 strand=+,490,20.13,full_structure,pass,,False,True,0.0000,0.0367,0.0000,0.0000,2
250FC00716011_16_2233_10203_285497377_16065_0_16.77_1 strand=-,928,16.52,full_structure,pass,,False,True,0.0000,0.0226,0.0000,0.0000,2
250FC00716011_16_2274_11726_285494337_15689_3_20.46_1 strand=-,872,20.35,full_structure,pass,,False,True,0.0000,0.0241,0.0000,0.0000,2
250FC00716011_16_2278_13964_285503138_8264_0_19.14_1 strand=+,451,19.14,full_structure,pass,,False,True,0.0000,0.0466,0.0000,0.0000,2
250FC00716011_16_2075_9901_285505781_9824_1_15.52_1 strand=+,667,15.55,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,0.0000,0.2294,0.0000,0.0000,3
250FC00716011_16_2086_12333_285504057_15738_0_14.79_1 strand=-,1162,14.92,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0353,0.0000,0.0000,3
250FC00716011_16_2091_9720_285500283_16402_0_17.30_1 strand=+,909,17.26,full_structure,pass,,False,True,0.0000,0.0000,0.0000,0.0000,2
250FC00716011_16_2096_10822_285498308_17626_0_16.84_1 strand=+,1060,16.87,full_structure,pass,,False,True,0.0000,0.0198,0.0000,0.0000,2
250FC00716011_16_2132_9439_285501285_15124_0_18.90_1 strand=-,1034,17.69,full_structure,pass,,False,True,0.0000,0.0203,0.0000,0.0000,2
250FC00716011_16_2135_10074_285512388_6684_0_18.57_1 strand=+,449,17.88,full_structure,pass,,False,True,0.0000,0.0468,0.0000,0.0000,2
250FC00716011_16_2151_10122_285505890_10449_1_15.17_1 strand=+,635,16.08,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0583,0.0000,0.0000,3
250FC00716011_16_2189_10740_285507798_10357_1_7.08_1 strand=+,491,6.75,missing_5p_anchor,low_read_q,low_read_q;missing_5p,False,False,,0.0530,0.0000,0.0000,1
250FC00716011_16_2190_13521_285504156_13014_0_10.37_1 strand=+,658,10.34,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0046,0.0000,0.0000,2
250FC00716011_16_2237_12018_285498287_18641_0_15.86_1 strand=-,1369,15.83,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0153,0.0000,0.0000,1
250FC00716011_16_2264_11405_285502325_13784_0_15.80_1 strand=+,926,15.85,full_structure,pass,,False,True,0.0000,0.0119,0.0000,0.0000,2
250FC00716011_16_2266_12777_285499461_17197_0_19.59_1 strand=+,1110,19.63,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated;dense_anchor_hits,False,False,0.0000,0.9387,0.0000,0.0000,5
250FC00716011_16_2053_10136_285508452_13942_0_15.28_1 strand=+,889,15.34,full_structure,pass,,False,True,0.0000,0.0236,0.0000,0.0000,2
250FC00716011_16_2077_9620_285508069_13227_1_15.63_1 strand=-,667,15.99,full_structure,pass,,False,True,0.0000,0.0315,0.0000,0.0000,2
250FC00716011_16_2081_11187_285512565_10389_0_13.94_1 strand=-,706,13.99,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0595,0.0000,0.0000,3
250FC00716011_16_2104_9251_285509658_10457_0_16.81_1 strand=+,508,16.97,full_structure,pass,,False,True,0.0000,0.0000,0.0000,0.0000,2
250FC00716011_16_2130_11731_285508700_13175_0_17.49_1 strand=+,873,17.74,full_structure,pass,,False,True,0.0000,0.0241,0.0000,0.0000,2
250FC00716011_16_2131_11390_285514030_9844_0_17.75_1 strand=+,663,17.55,full_structure,pass,,False,True,0.0000,0.0151,0.0000,0.0000,2
250FC00716011_16_2154_10539_285507161_15778_0_16.52_1 strand=-,1065,16.56,full_structure,pass,,False,True,0.0000,0.0197,0.0000,0.0000,2
250FC00716011_16_2167_8693_285507742_16300_1_14.38_1 strand=-,1153,14.61,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0182,0.0000,0.0000,1
250FC00716011_16_2216_9681_285515226_8032_2_16.59_1 strand=+,511,16.55,full_structure,pass,,False,True,0.0000,0.0215,0.0000,0.0000,2
250FC00716011_16_2218_10148_285510728_11895_0_7.45_1 strand=-,788,7.56,missing_5p_anchor,low_read_q,low_read_q;missing_5p,False,False,,0.0266,0.0000,0.0000,1
250FC00716011_16_2222_9038_285502429_18854_1_14.80_1 strand=+,978,15.09,full_structure,pass,,False,True,0.0000,0.0204,0.0000,0.0000,2
250FC00716011_16_2250_10871_285514852_8285_0_20.16_1 strand=-,586,20.78,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,0.0000,0.7440,0.0000,0.0000,3
250FC00716011_16_2254_9380_285508396_12383_3_15.38_1 strand=+,866,15.47,full_structure,pass,,False,True,0.0000,0.0127,0.0000,0.0000,2
250FC00716011_16_2278_13965_285512288_7731_0_13.78_1 strand=-,505,13.89,full_structure,pass,,False,True,0.0000,0.0416,0.0000,0.0000,2
250FC00716011_16_2072_9003_285513437_11916_0_16.59_1 strand=-,810,16.23,no_anchor_detected,no_anchor,no_anchor,False,False,,,0.0000,0.0000,0
250FC00716011_16_2075_9902_285515824_12798_1_16.61_1 strand=-,642,16.32,full_structure,pass,,False,True,0.0000,0.0327,0.0000,0.0000,2
250FC00716011_16_2091_9721_285519777_9619_0_15.00_1 strand=+,588,15.29,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0357,0.0000,0.0000,1
250FC00716011_16_2092_9742_285509405_20113_0_16.48_1 strand=+,1016,16.03,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0187,0.0000,0.0000,1
250FC00716011_16_2135_10075_285520090_5368_0_12.49 strand=+,252,11.76,internal_3p_anchor,low_read_q,low_read_q;internal_adapter;three_prime_truncated,False,False,,0.2579,0.0000,0.0000,3
250FC00716011_16_2175_10734_285509723_19261_0_18.35_1 strand=-,953,17.76,full_structure,pass,,False,True,0.0000,0.0220,0.0000,0.0000,2
250FC00716011_16_2104_9252_285521118_12985_0_14.61_1 strand=-,579,15.44,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0363,0.0000,0.0000,1
250FC00716011_16_2108_12262_285510830_21167_0_13.49_1 strand=-,1629,13.45,full_structure,pass,,False,True,0.0000,0.0129,0.0000,0.0000,2
250FC00716011_16_2122_11750_285524025_10470_0_16.96_1 strand=-,730,16.35,full_structure,pass,,False,True,0.0000,0.0288,0.0000,0.0000,2
250FC00716011_16_2132_9440_285518801_12902_0_15.79_1 strand=+,946,16.04,full_structure,pass,,False,True,0.0000,0.0222,0.0000,0.0000,2
250FC00716011_16_2144_8549_285508375_22195_2_20.54_1 strand=-,1332,19.67,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,,0.6314,0.0000,0.0000,2
250FC00716011_16_2167_8694_285525337_6895_1_18.08_1 strand=+,506,17.83,full_structure,pass,,False,True,0.0000,0.0217,0.0000,0.0000,2
250FC00716011_16_2179_10551_285517305_15948_0_17.73_1 strand=+,902,17.84,full_structure,pass,,False,True,0.0000,0.0233,0.0000,0.0000,2
250FC00716011_16_2237_12019_285518210_12212_0_17.01_1 strand=+,834,16.54,internal_3p_anchor,internal_adapter,internal_adapter,False,False,,0.0396,0.0000,0.0000,2
250FC00716011_16_2240_8043_285517392_17432_1_12.57_1 strand=-,946,12.47,missing_5p_anchor,low_read_q,low_read_q;missing_5p,False,False,,0.0243,0.0000,0.0000,1
250FC00716011_16_2250_10872_285525917_6869_0_14.32_1 strand=-,492,15.53,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0427,0.0000,0.0000,1
250FC00716011_16_2264_11406_285519252_14987_0_11.14_1 strand=-,692,11.22,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0000,0.0000,0.0000,2
250FC00716011_16_2096_10823_285524678_14717_0_18.37_1 strand=-,962,18.29,missing_5p_anchor,missing_5p,missing_5p,True,False,,0.0946,0.0000,0.0000,1
250FC00716011_16_2131_11391_285525159_11817_0_17.68_1 strand=-,700,17.82,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0700,0.0000,0.0000,3
250FC00716011_16_2136_10916_285508380_31269_1_16.55_1 strand=+,2196,16.65,full_structure,pass,,False,True,0.0000,0.0091,0.0000,0.0000,2
250FC00716011_16_2151_10123_285518185_17231_1_11.66_1 strand=-,1131,11.81,internal_3p_anchor,low_read_q,low_read_q;internal_adapter,False,False,,0.0451,0.0000,0.0000,2
250FC00716011_16_2154_10540_285524717_13202_0_14.13_1 strand=-,892,15.33,full_structure,pass,,False,True,0.0000,0.0235,0.0000,0.0000,2
250FC00716011_16_2185_8013_285518880_17339_1_15.55_1 strand=-,1137,15.71,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0185,0.0000,0.0000,1
250FC00716011_16_2216_9682_285525292_11573_2_14.33_1 strand=-,831,14.44,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0253,0.0000,0.0000,1
250FC00716011_16_2220_13606_285507035_31853_0_17.80_1 strand=+,1584,17.90,full_structure,pass,,False,True,0.0000,0.0133,0.0000,0.0000,2
250FC00716011_16_2220_13606_285507035_31853_0_17.80_2 strand=+,607,19.43,full_structure,pass,,False,True,0.0000,0.0346,0.0000,0.0000,2
250FC00716011_16_2222_9039_285526429_11672_1_12.17_1 strand=+,739,12.24,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0284,0.0000,0.0000,2
250FC00716011_16_2266_12778_285516970_20725_0_13.37_1 strand=-,1563,13.42,full_structure,pass,,False,True,0.0000,0.0134,0.0000,0.0000,2
250FC00716011_16_2274_11727_285524159_12424_3_17.82_1 strand=+,906,17.87,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,0.0000,0.8675,0.0000,0.0000,4
250FC00716011_16_2278_13967_285529663_7856_0_14.27_1 strand=-,540,14.81,full_structure,pass,,False,True,0.0000,0.0389,0.0000,0.0000,2
250FC00716011_16_2292_11249_285515611_23258_1_13.11_1 strand=+,1200,13.27,full_structure,pass,,False,True,0.0000,0.0175,0.0000,0.0000,2
250FC00716011_16_2072_9004_285530735_12604_0_14.14_1 strand=+,836,14.05,full_structure,pass,,False,True,0.0000,0.0132,0.0000,0.0000,2
250FC00716011_16_2081_11188_285529856_11651_0_15.24_1 strand=+,854,15.32,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0457,0.0000,0.0000,3
250FC00716011_16_2122_11751_285536679_8239_0_13.96_1 strand=-,506,13.95,full_structure,pass,,False,True,0.0000,0.0415,0.0000,0.0000,2
250FC00716011_16_2130_11732_285521932_19143_0_16.32_1 strand=+,1293,16.31,full_structure,pass,,False,True,0.0000,0.0162,0.0000,0.0000,2
250FC00716011_16_2152_12477_285515016_23000_1_13.21_1 strand=+,747,15.77,missing_3p_anchor,missing_3p,missing_3p,False,False,0.0000,,0.0000,0.0000,1
250FC00716011_16_2164_9207_285528832_12916_1_13.77_1 strand=-,787,14.15,full_structure,pass,,False,True,0.0013,0.0254,0.0000,0.0000,2
250FC00716011_16_2167_8695_285532549_11299_1_15.12_1 strand=+,720,15.40,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0250,0.0000,0.0000,1
250FC00716011_16_2190_13522_285519417_21161_0_14.11_1 strand=-,1536,14.14,full_structure,pass,,False,True,0.0000,0.0137,0.0000,0.0000,2
250FC00716011_16_2237_12020_285532923_7391_0_15.28_1 strand=-,516,15.32,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0891,0.0000,0.0000,3
250FC00716011_16_2053_10137_285525168_19940_0_18.62_1 strand=+,1438,18.54,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,0.0000,0.2295,0.0000,0.0000,3
250FC00716011_16_2077_9621_285526712_19610_1_18.22_1 strand=+,1124,18.22,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0107,0.0000,0.0000,1
250FC00716011_16_2092_9743_285532464_16244_0_14.46_1 strand=-,940,14.35,full_structure,pass,,False,True,0.0000,0.0223,0.0000,0.0000,2
250FC00716011_16_2136_10917_285539866_7235_1_17.02_1 strand=+,448,17.23,full_structure,pass,,False,True,0.0000,0.0290,0.0000,0.0000,2
250FC00716011_16_2144_8550_285532633_14830_2_14.97_1 strand=-,1016,15.03,full_structure,pass,,False,True,0.0000,0.0207,0.0000,0.0000,2
250FC00716011_16_2151_10124_285539115_7516_1_15.93 strand=+,440,12.88,missing_5p_anchor,low_read_q,low_read_q;missing_5p,False,False,,0.0000,0.0000,0.0000,1
250FC00716011_16_2179_10552_285534181_11301_0_13.34_1 strand=-,733,13.05,missing_3p_anchor,missing_3p,missing_3p,False,False,0.0000,,0.0000,0.0000,1
250FC00716011_16_2189_10742_285531399_14447_1_7.96_1 strand=-,1003,7.74,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0459,0.0000,0.0000,2
250FC00716011_16_2220_13607_285539412_10436_0_14.30_1 strand=+,671,15.02,full_structure,pass,,False,True,0.0000,0.0313,0.0000,0.0000,2
250FC00716011_16_2233_10205_285536249_9485_0_16.19_1 strand=-,610,16.45,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,0.0000,0.5066,0.0000,0.0000,3
250FC00716011_16_2256_12816_285537277_8660_0_15.55_1 strand=+,432,16.79,missing_5p_anchor,missing_5p,missing_5p;three_prime_truncated,True,False,,0.5764,0.0000,0.0000,1
250FC00716011_16_2266_12779_285537858_7846_0_15.98_1 strand=-,565,16.07,full_structure,pass,,False,True,0.0000,0.0372,0.0000,0.0000,2
250FC00716011_16_2072_9005_285546136_7233_0_18.96_1 strand=+,364,18.87,full_structure,pass,,False,True,0.0000,0.0577,0.0000,0.0000,2
250FC00716011_16_2104_9254_285543506_9777_0_18.20_1 strand=-,608,16.68,missing_3p_anchor,missing_3p,missing_3p,False,False,0.0000,,0.0000,0.0000,1
250FC00716011_16_2130_11733_285541478_12878_0_15.19_1 strand=+,932,15.25,full_structure,pass,,False,True,0.0000,0.0118,0.0000,0.0000,2
250FC00716011_16_2135_10076_285532449_18593_0_15.07_1 strand=+,1333,15.23,full_structure,pass,,False,True,0.0000,0.0158,0.0000,0.0000,2
250FC00716011_16_2153_8866_285512046_40707_0_17.16_1 strand=+,966,17.18,full_structure,pass,,False,True,0.0000,0.0217,0.0000,0.0000,2
250FC00716011_16_2153_8866_285512046_40707_0_17.16_2 strand=-,1803,17.83,full_structure,pass,,False,True,0.0000,0.0116,0.0000,0.0000,2
250FC00716011_16_2185_8014_285538912_12180_1_15.00_1 strand=+,713,15.60,full_structure,pass,,False,True,0.0000,0.0295,0.0000,0.0000,2
250FC00716011_16_2188_15784_285518408_35812_0_14.44_1 strand=-,2459,14.44,full_structure,pass,,False,True,0.0000,0.0085,0.0000,0.0000,2
250FC00716011_16_2216_9683_285538188_15914_2_11.53_2 strand=-,516,10.70,no_anchor_detected,low_read_q,low_read_q;no_anchor,False,False,,,0.0000,0.0000,0
250FC00716011_16_2222_9040_285547525_6992_1_15.39 strand=+,451,15.16,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0133,0.0000,0.0000,1
250FC00716011_16_2240_8044_285535018_19381_1_14.98_1 strand=+,757,14.93,full_structure,pass,,False,True,0.0000,0.0277,0.0000,0.0000,2
250FC00716011_16_2240_8044_285535018_19381_1_14.98_2 strand=-,414,14.48,full_structure,pass,,False,True,0.0000,0.0676,0.0000,0.0000,2
250FC00716011_16_2264_11407_285538745_11471_0_15.06_1 strand=+,578,14.94,full_structure,pass,,False,True,0.0000,0.0363,0.0000,0.0000,2
250FC00716011_16_2303_12166_285529851_20358_2_15.70_1 strand=+,1403,15.70,full_structure,pass,,False,True,0.0000,0.0150,0.0000,0.0000,2
250FC00716011_16_2053_10138_285545745_10953_0_12.52_1 strand=-,853,12.55,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0246,0.0000,0.0000,2
250FC00716011_16_2077_9622_285546466_10195_1_16.46_1 strand=+,659,16.53,full_structure,pass,,False,True,0.0000,0.0167,0.0000,0.0000,2
250FC00716011_16_2086_12335_285527871_27967_0_18.27_1 strand=-,1943,18.52,full_structure,pass,,False,True,0.0000,0.0108,0.0000,0.0000,2
250FC00716011_16_2091_9723_285531833_26838_0_14.79_1 strand=+,1786,14.97,full_structure,pass,,False,True,0.0000,0.0118,0.0000,0.0000,2
250FC00716011_16_2096_10824_285541306_16674_0_13.91_1 strand=+,921,13.76,full_structure,pass,,False,True,0.0000,0.0000,0.0000,0.0000,2
250FC00716011_16_2122_11752_285548513_8551_0_14.82_1 strand=+,588,14.79,full_structure,pass,,False,True,0.0000,0.0187,0.0000,0.0000,2
250FC00716011_16_2179_10553_285546984_9789_0_14.90_1 strand=+,656,14.95,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0000,0.0000,0.0000,1
250FC00716011_16_2233_10206_285547566_7701_0_15.59_1 strand=+,547,15.37,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,0.0000,0.5137,0.0000,0.0000,4
250FC00716011_16_2266_12780_285546922_10629_0_19.63_1 strand=+,593,19.87,missing_5p_anchor,missing_5p,missing_5p;three_prime_truncated,True,False,,0.3204,0.0000,0.0000,1
250FC00716011_16_2278_13968_285539812_16348_0_16.18_1 strand=+,1099,16.25,full_structure,pass,,False,True,0.0000,0.0191,0.0000,0.0000,2
250FC00716011_16_2292_11250_285542387_16135_1_11.31_1 strand=+,847,11.47,missing_5p_anchor,low_read_q,low_read_q;missing_5p,False,False,,0.0260,0.0000,0.0000,1
250FC00716011_16_2092_9744_285549220_13923_0_12.68_1 strand=-,897,12.94,internal_3p_anchor,low_read_q,low_read_q;internal_adapter,False,False,0.0000,0.0635,0.0000,0.0000,3
250FC00716011_16_2104_9255_285553742_9717_0_14.42_1 strand=-,630,14.59,full_structure,pass,,False,True,0.0000,0.0333,0.0000,0.0000,2
250FC00716011_16_2132_9442_285543689_19626_0_16.29_1 strand=+,1108,16.22,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0307,0.0000,0.0000,3
250FC00716011_16_2144_8551_285547562_14523_2_15.09_1 strand=-,816,15.00,full_structure,pass,,False,True,0.0000,0.0257,0.0000,0.0000,2
250FC00716011_16_2153_8867_285552961_8946_0_12.26_1 strand=+,577,12.38,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0364,0.0000,0.0000,2
250FC00716011_16_2185_8015_285554425_8441_1_15.93_1 strand=-,572,16.07,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0647,0.0000,0.0000,3
250FC00716011_16_2189_10743_285548207_12110_1_8.80_1 strand=-,757,8.57,missing_5p_anchor,low_read_q,low_read_q;missing_5p,False,False,,0.0634,0.0000,0.0000,1
250FC00716011_16_2256_12817_285556604_7439_0_15.22_1 strand=+,477,15.05,full_structure,pass,,False,True,0.0000,0.0440,0.0000,0.0000,2
250FC00716011_16_2266_12781_285557725_6816_0_21.18_1 strand=-,431,20.59,full_structure,pass,,False,True,0.0000,0.0487,0.0000,0.0000,2
250FC00716011_16_2278_13969_285556565_8142_0_17.46_1 strand=+,482,17.59,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.1266,0.0000,0.0000,3
250FC00716011_16_2075_9903_285531302_36181_1_16.18_1 strand=-,2131,16.21,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0099,0.0000,0.0000,1
250FC00716011_16_2077_9623_285559631_5582_1_13.70_1 strand=-,329,13.57,full_structure,pass,,False,True,0.0000,0.0638,0.0000,0.0000,2
250FC00716011_16_2130_11734_285555461_11736_0_15.94_1 strand=-,868,15.63,full_structure,pass,,False,True,0.0000,0.0242,0.0000,0.0000,2
250FC00716011_16_2135_10077_285556284_12002_0_13.08_1 strand=+,778,13.16,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0900,0.0000,0.0000,3
250FC00716011_16_2175_10736_285547202_14000_0_12.44_1 strand=+,867,12.15,no_anchor_detected,low_read_q,low_read_q;no_anchor,False,False,,,0.0000,0.0000,0
250FC00716011_16_2220_13608_285550065_17114_0_15.63_1 strand=+,1223,15.58,missing_5p_anchor,missing_5p,missing_5p;three_prime_truncated,True,False,,0.8962,0.0000,0.0000,1
250FC00716011_16_2240_8045_285554462_10766_1_17.60_1 strand=+,694,17.68,full_structure,pass,,False,True,0.0000,0.0000,0.0000,0.0000,2
250FC00716011_16_2250_10875_285558607_7369_0_17.19_1 strand=-,386,16.59,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.1036,0.0000,0.0000,3
250FC00716011_16_2081_11190_285557032_9500_0_20.23_1 strand=-,688,20.24,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0305,0.0000,0.0000,1
250FC00716011_16_2096_10825_285558076_13180_0_13.16_1 strand=+,843,13.27,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,0.0000,0.3654,0.0000,0.0000,4
250FC00716011_16_2104_9256_285565597_7626_0_14.74_1 strand=-,496,14.86,no_anchor_detected,no_anchor,no_anchor,False,False,,,0.0000,0.0000,0
250FC00716011_16_2108_12264_285550724_18500_0_11.73_1 strand=+,549,11.70,missing_3p_anchor,low_read_q,low_read_q;missing_3p,False,False,0.0000,,0.0000,0.0000,1
250FC00716011_16_2122_11753_285558705_13398_0_15.45_1 strand=+,895,16.18,full_structure,pass,,False,True,0.0000,0.0235,0.0000,0.0000,2
250FC00716011_16_2153_8868_285562090_9475_0_17.55_1 strand=+,641,17.56,full_structure,pass,,False,True,0.0000,0.0172,0.0000,0.0000,2
250FC00716011_16_2250_10876_285567906_5175_0_18.35_1 strand=+,275,19.51,full_structure,pass,,False,True,0.0000,0.0764,0.0000,0.0000,2
250FC00716011_16_2264_11408_285552637_21506_0_15.69_1 strand=+,1467,15.63,full_structure,pass,,False,True,0.0000,0.0123,0.0000,0.0000,2
250FC00716011_16_2274_11728_285538224_32036_3_16.56_1 strand=+,2181,16.74,full_structure,pass,,False,True,0.0000,0.0096,0.0000,0.0000,2
250FC00716011_16_2278_13970_285564822_6961_0_20.26_1 strand=-,536,19.89,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0392,0.0000,0.0000,1
250FC00716011_16_2075_9904_285569535_9570_1_16.53_1 strand=+,604,16.32,full_structure,pass,,False,True,0.0000,0.0348,0.0000,0.0000,2
250FC00716011_16_2077_9624_285566477_11601_1_16.87_1 strand=-,692,17.29,full_structure,pass,,False,True,0.0000,0.0289,0.0000,0.0000,2
250FC00716011_16_2086_12336_285556280_19767_0_17.77_1 strand=-,1372,18.16,missing_5p_anchor,missing_5p,missing_5p;three_prime_truncated,True,False,,0.3695,0.0000,0.0000,1
250FC00716011_16_2091_9724_285565245_10387_0_16.84_1 strand=-,591,17.20,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0728,0.0000,0.0000,3
250FC00716011_16_2131_11392_285560988_18386_0_16.43_1 strand=+,729,16.92,full_structure,pass,,False,True,0.0000,0.0316,0.0000,0.0000,2
250FC00716011_16_2131_11392_285560988_18386_0_16.43_2 strand=+,550,17.30,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0382,0.0000,0.0000,1
250FC00716011_16_2144_8552_285563432_13518_2_16.05_1 strand=+,716,16.07,full_structure,pass,,False,True,0.0000,0.0293,0.0000,0.0000,2
250FC00716011_16_2164_9209_285559868_17608_1_15.52_1 strand=-,1225,15.48,full_structure,pass,,False,True,0.0000,0.0171,0.0000,0.0000,2
250FC00716011_16_2185_8016_285563804_14910_1_14.16_1 strand=+,1043,14.19,full_structure,pass,,False,True,0.0000,0.0086,0.0000,0.0000,2
250FC00716011_16_2189_10744_285565592_12071_1_7.40_1 strand=+,741,7.41,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0000,0.0000,0.0000,2
250FC00716011_16_2216_9684_285566135_10196_2_14.74_1 strand=+,637,14.80,full_structure,pass,,False,True,0.0000,0.0330,0.0000,0.0000,2
250FC00716011_16_2222_9041_285565488_11437_1_10.67_1 strand=-,673,10.16,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0000,0.0000,0.0000,2
250FC00716011_16_2250_10877_285574281_5708_0_15.04_1 strand=-,314,15.08,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0669,0.0000,0.0000,1
250FC00716011_16_2266_12782_285566061_10608_0_18.72_1 strand=+,546,18.88,full_structure,pass,,False,True,0.0000,0.0201,0.0000,0.0000,2
250FC00716011_16_2292_11251_285560550_17871_1_10.84_1 strand=-,1021,10.91,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0206,0.0000,0.0000,2
250FC00716011_16_2053_10139_285557077_22980_0_12.05_1 strand=-,1580,12.10,missing_5p_anchor,low_read_q,low_read_q;missing_5p,False,False,,0.0133,0.0000,0.0000,1
250FC00716011_16_2072_9007_285577344_6941_0_16.94_1 strand=-,463,17.27,full_structure,pass,,False,True,0.0000,0.0454,0.0000,0.0000,2
250FC00716011_16_2081_11191_285572677_10462_0_15.53_1 strand=-,749,15.51,full_structure,pass,,False,True,0.0000,0.0280,0.0000,0.0000,2
250FC00716011_16_2092_9745_285563511_17136_0_19.30_1 strand=-,1042,19.30,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,True,False,,0.7812,0.0000,0.0000,3
250FC00716011_16_2132_9443_285569796_13886_0_15.54_1 strand=+,1008,15.37,full_structure,pass,,False,True,0.0000,0.0208,0.0000,0.0000,2
250FC00716011_16_2175_10737_285570589_9554_0_13.61_1 strand=-,587,13.80,full_structure,pass,,False,True,0.0000,0.0358,0.0000,0.0000,2
250FC00716011_16_2190_13524_285545090_35542_0_13.40_1 strand=-,2303,13.45,missing_5p_anchor,missing_5p,missing_5p;three_prime_truncated,True,False,,0.8307,0.0000,0.0000,1
